Origin,Origin_longitude,Origin_latitude,Destination,Destination_longitude,Destination_latitude,Route,Distance_Lable,Distance_meters,Duration_minutes,Duration_min_minutes,Duration_max_minutes,Timestamp,Collected Date,Time,
Raidurg Metro ,17.4420795,78.3771351,Waverock Bus Station,17.418422,78.343454,Mindspace Rd and ISB Rd,8.9 km,8906,23,16,40,1663747200,21-09-2022,8 to 10 AM,
Hitech City Bus Stop,17.450128,78.382053,cognizant financial district,17.4199468,78.3356792,Hitech City Main Rd and ISB Rd,10.0 km,9958,23,14,35,1663574400,21-09-2022,8 to 10 AM,
Hitech City Bus Stop,17.450128,78.382053,cognizant financial district,17.4199468,78.3356792,Hitech City Main Rd and Khajaguda - Nanakramguda Rd,10.8 km,10771,24,16,40,1663574400,21-09-2022,8 to 10 AM,
Hitech City Bus Stop,17.450128,78.382053,cognizant financial district,17.4199468,78.3356792,Hitech City Rd and ISB Rd,9.4 km,9399,24,16,40,1663574400,21-09-2022,8 to 10 AM,
Hitech mmts,17.47065198,78.383718,Raheja mindspace building 12d,17.4369457,78.3863549,Kukatpally Housing Board - Hitech City Rd,5.0 km,4968,13,8,18,1663574400,21-09-2022,8 to 10 AM,
Hitech mmts,17.47065198,78.383718,Raheja mindspace building 12d,17.4369457,78.3863549,Hitech City Main Rd,6.1 km,6109,18,12,26,1663574400,21-09-2022,8 to 10 AM,
Raidurg Metro ,17.4420795,78.377135,Tech mahindra hitech city,17.4514615,78.3722478,Rd Number 1,2.1 km,2094,6,4,8,1663574400,21-09-2022,8 to 10 AM,
Raidurg Metro ,17.4420795,78.377135,Tech mahindra hitech city,17.4514615,78.3722478,Hitech City Main Rd/Kukatpally Housing Board - Hitech City Rd,2.2 km,2163,6,4,9,1663574400,21-09-2022,8 to 10 AM,
Kothaguda X road,17.45842,78.366142,TCS Synergy,17.4499146,78.3507987,DLF Rd,4.6 km,4598,12,8,16,1663574400,21-09-2022,8 to 10 AM,
Kothaguda X road,17.45842,78.366142,TCS Synergy,17.4499146,78.3507987,Botanical Garden Rd and Gachibowli Rd/Old Mumbai Hwy/Professor CR Rao Rd,6.4 km,6427,14,12,20,1663574400,21-09-2022,8 to 10 AM,
Kothaguda X road,17.45842,78.366142,TCS Synergy,17.4499146,78.3507987,Gachibowli Rd/Old Mumbai Hwy,8.5 km,8473,20,14,26,1663574400,21-09-2022,8 to 10 AM,
Kondapur bus stop,17.4615109,78.366903,Madhapur Metro,17.4367583,78.4006935,Madhapur Rd,6.8 km,6835,18,12,26,1663574400,21-09-2022,8 to 10 AM,
Kondapur bus stop,17.4615109,78.366903,Madhapur Metro,17.4367583,78.4006935,Hitech City Rd,6.1 km,6090,18,12,28,1663574400,21-09-2022,8 to 10 AM,
Kondapur bus stop,17.4615109,78.366903,Madhapur Metro,17.4367583,78.4006935,Inorbit Mall Rd,7.7 km,7724,20,14,28,1663574400,21-09-2022,8 to 10 AM,
Jubilee hills Checkpost,17.425235,78.414434,Hi-Tech city Cyber tower,17.4507092,78.3813335,Rd Number 45 and Hitech City Rd,5.8 km,5828,16,10,24,1663574400,21-09-2022,8 to 10 AM,
Jubilee hills Checkpost,17.425235,78.414434,Hi-Tech city Cyber tower,17.4507092,78.3813335,Rd Number 36 and Hitech City Rd,5.7 km,5688,16,10,22,1663574400,21-09-2022,8 to 10 AM,
Divyasree Tech Park,17.425235,78.414434,Hi-Tech city Cyber tower,17.4507092,78.3813335,Durgam Cheruvu Cable Bridge,7.0 km,7028,16,12,24,1663574400,21-09-2022,8 to 10 AM,
Gachibowli bus stop,17.4385978,78.3643087,Honeywell,17.41862249,78.34402709,ISB Rd,5.1 km,5146,14,10,20,1663574400,21-09-2022,8 to 10 AM,
Gachibowli bus stop,17.4385978,78.3643087,Honeywell,17.41862249,78.34402709,Gachibowli Rd/Old Mumbai Hwy and ISB Rd,5.4 km,5367,14,9,20,1663574400,21-09-2022,8 to 10 AM,
Gachibowli bus stop,17.4385978,78.3643087,Honeywell,17.41862249,78.34402709,Nehru Outer Ring Rd,6.3 km,6272,14,10,20,1663574400,21-09-2022,8 to 10 AM,
Gachibowli x road,17.4384553,78.363908,Q city,17.4274243,78.33181689,ISB Rd and Wipro Cir,5.0 km,4953,14,9,18,1663574400,21-09-2022,8 to 10 AM,
Gachibowli x road,17.4384553,78.363908,Q city,17.4274243,78.33181689,ISB Rd,5.2 km,5175,14,9,20,1663574400,21-09-2022,8 to 10 AM,
Gachibowli x road,17.4384553,78.363908,Q city,17.4274243,78.33181689,Nehru Outer Ring Rd,6.1 km,6106,14,10,22,1663574400,21-09-2022,8 to 10 AM,
